transaction_id,transaction_date,customer_id,product_id,product_name,category,subcategory,region,quantity,unit_price,discount_pct,revenue,cost,profit,sales_channel,payment_method,customer_segment
TXN-009551,2024-06-06,CUST-00168,PROD-0074,NoSQL Service,Cloud Infrastructure,Database,Latin America,1,11200.63,0.0,11200.63,4108.57,7092.06,Reseller,Wire Transfer,Mid-Market
TXN-009552,2025-05-08,CUST-00307,PROD-0068,Batch Processing,Cloud Infrastructure,Compute,Middle East & Africa,1,6788.06,20.0,5430.45,2749.55,2680.9,Reseller,Credit Card,Government
TXN-009553,2024-10-19,CUST-00051,PROD-0003,ThinkPad X1,Electronics,Laptops,Latin America,2,14026.7,5.0,26650.73,16294.64,10356.09,Online,Net 30,Government
TXN-009554,2025-12-23,CUST-00370,PROD-0060,Label Printer,Hardware,Peripherals,North America,9,8003.78,0.0,72033.99,33562.98,38471.01,Partner,Net 60,Mid-Market
TXN-009555,2023-06-19,CUST-00312,PROD-0070,Block Storage,Cloud Infrastructure,Cloud Storage,Middle East & Africa,1,12055.27,20.0,9644.22,6942.3,2701.92,Direct,Wire Transfer,Enterprise
TXN-009556,2023-02-11,CUST-00251,PROD-0045,Infrastructure Mgmt,Services,Managed Services,Latin America,1,2631.94,10.0,2368.74,930.92,1437.82,Partner,Wire Transfer,Startup
TXN-009557,2023-02-07,CUST-00314,PROD-0057,Docking Station,Hardware,Peripherals,Europe,3,11504.37,0.0,34513.11,27925.2,6587.91,Partner,Net 30,Enterprise
TXN-009558,2024-12-10,CUST-00379,PROD-0041,System Setup,Services,Implementation,Latin America,2,6474.21,0.0,12948.43,6833.92,6114.51,Direct,Net 30,Startup
TXN-009559,2023-07-09,CUST-00241,PROD-0020,Analytics Pro,Software,Licenses,Latin America,1,12707.12,15.0,10801.05,4893.82,5907.23,Reseller,Wire Transfer,Enterprise
TXN-009560,2024-07-11,CUST-00243,PROD-0013,Managed Switch 24P,Electronics,Networking,Europe,1,9470.02,0.0,9470.02,5372.29,4097.73,Online,Wire Transfer,Government
TXN-009561,2023-07-27,CUST-00348,PROD-0016,Firewall UTM,Electronics,Networking,Middle East & Africa,1,1347.76,25.0,1010.82,674.64,336.18,Reseller,Net 60,Mid-Market
TXN-009562,2025-12-23,CUST-00079,PROD-0048,Database Admin,Services,Managed Services,Latin America,5,8731.07,0.0,43655.35,25177.0,18478.35,Online,Net 60,SMB
TXN-009563,2024-02-03,CUST-00326,PROD-0013,Managed Switch 24P,Electronics,Networking,Middle East & Africa,1,7476.24,20.0,5980.99,5372.29,608.7,Online,Purchase Order,Government
TXN-009564,2025-12-11,CUST-00395,PROD-0007,ThinkVision 24,Electronics,Monitors,Middle East & Africa,2,8059.96,20.0,12895.94,8659.34,4236.6,Direct,Net 30,Mid-Market
TXN-009565,2023-11-08,CUST-00378,PROD-0010,Mechanical Keyboard,Electronics,Accessories,North America,2,11931.38,25.0,17897.08,13706.52,4190.56,Online,Credit Card,Enterprise
TXN-009566,2025-11-14,CUST-00324,PROD-0036,Cloud Migration,Services,Consulting,Asia Pacific,6,10337.75,0.0,62026.51,41180.16,20846.35,Reseller,,Enterprise
TXN-009567,2023-04-02,CUST-00293,PROD-0039,Executive Briefing,Services,Training,Latin America,1,11956.74,0.0,11956.74,7231.22,4725.52,Reseller,Net 30,Government
TXN-009568,2025-05-12,CUST-00005,PROD-0046,App Monitoring,Services,Managed Services,Asia Pacific,3,2735.57,,7386.04,2785.65,4600.39,Partner,Net 30,Mid-Market
TXN-009569,2023-01-30,CUST-00123,PROD-0026,Dashboard Build,Software,Custom Development,Europe,1,655.52,25.0,491.64,275.72,215.92,Direct,Credit Card,Mid-Market
TXN-009570,2023-03-21,CUST-00141,PROD-0024,Project Manager,Software,SaaS Subscriptions,North America,4,10872.68,0.0,43490.7,15921.8,27568.9,Reseller,Credit Card,
TXN-009571,2025-09-09,CUST-00261,PROD-0050,Tower Server,Hardware,Servers,Middle East & Africa,2,9436.01,0.0,18872.01,11917.34,6954.67,Partner,Credit Card,SMB
TXN-009572,2024-08-11,CUST-00159,PROD-0015,Access Point Pro,Electronics,Networking,Middle East & Africa,1,9651.36,0.0,9651.36,4317.86,5333.5,Direct,Net 60,SMB
TXN-009573,2023-08-16,CUST-00200,PROD-0015,Access Point Pro,Electronics,Networking,Middle East & Africa,5,8568.97,20.0,34275.9,21589.3,12686.6,Partner,Net 30,Mid-Market
TXN-009574,2023-09-30,CUST-00500,PROD-0070,Block Storage,Cloud Infrastructure,Cloud Storage,Latin America,1,9945.36,0.0,9945.36,6942.3,3003.06,Online,Wire Transfer,SMB
TXN-009575,2025-06-21,CUST-00365,PROD-0041,System Setup,Services,Implementation,Latin America,2,7229.44,,13012.99,6833.92,6179.07,Partner,Net 60,Startup
TXN-009576,2023-01-18,CUST-00212,PROD-0074,NoSQL Service,Cloud Infrastructure,Database,Asia Pacific,3,13372.98,5.0,38113.0,12325.71,25787.29,Direct,Wire Transfer,Mid-Market
TXN-009577,2024-05-09,CUST-00142,PROD-0011,USB-C Hub,Electronics,Accessories,Europe,9,15790.62,0.0,142115.57,41911.74,100203.83,Online,Wire Transfer,Startup
TXN-009578,2024-01-10,CUST-00134,PROD-0068,Batch Processing,Cloud Infrastructure,Compute,Asia Pacific,5,5192.43,5.0,24664.06,13747.75,10916.31,Reseller,Net 60,Enterprise
TXN-009579,2024-09-17,CUST-00071,PROD-0030,Premium Support,Software,Support Plans,Middle East & Africa,6,4603.72,25.0,20716.72,14734.62,5982.1,Reseller,Credit Card,SMB
TXN-009580,2024-02-06,CUST-00101,PROD-0038,Developer Bootcamp,Services,Training,Latin America,9,2217.99,,17965.74,14104.26,3861.48,Online,Wire Transfer,Mid-Market
TXN-009581,2024-10-02,CUST-00392,PROD-0012,Webcam HD,Electronics,Accessories,Europe,4,2814.04,10.0,10130.55,8827.2,1303.35,Partner,Credit Card,Enterprise
TXN-009582,2023-07-06,CUST-00028,PROD-0050,Tower Server,Hardware,Servers,Asia Pacific,1,10752.58,25.0,8064.44,5958.67,2105.77,Reseller,Purchase Order,
TXN-009583,2024-07-04,CUST-00346,PROD-0059,UPS 1500VA,Hardware,Peripherals,Middle East & Africa,3,11258.51,15.0,28709.2,15462.84,13246.36,Online,Net 60,Mid-Market
TXN-009584,2023-12-05,CUST-00191,PROD-0008,Studio Display,Electronics,Monitors,Asia Pacific,1,8614.29,25.0,6460.71,2805.34,3655.37,Reseller,Net 60,Government
TXN-009585,2023-09-20,CUST-00163,PROD-0036,Cloud Migration,Services,Consulting,Asia Pacific,1,12737.24,0.0,12737.24,6863.36,5873.88,Reseller,Net 60,Government
TXN-009586,2024-07-20,CUST-00437,PROD-0074,NoSQL Service,Cloud Infrastructure,Database,Latin America,1,11346.17,0.0,11346.17,4108.57,7237.6,Online,Wire Transfer,Government
TXN-009587,2025-04-06,CUST-00057,PROD-0026,Dashboard Build,Software,Custom Development,Europe,2,595.62,25.0,893.43,551.44,341.99,Online,Net 30,Enterprise
TXN-009588,2025-01-24,CUST-00490,PROD-0021,CRM Cloud,Software,SaaS Subscriptions,Middle East & Africa,1,5113.03,10.0,4601.73,1811.02,2790.71,Partner,Wire Transfer,Enterprise
TXN-009589,2025-11-25,CUST-00009,PROD-0009,Wireless Mouse,Electronics,Accessories,Latin America,1,2982.12,25.0,2236.59,2028.33,208.26,Partner,Purchase Order,Enterprise
TXN-009590,2025-01-23,CUST-00038,PROD-0072,CDN Distribution,Cloud Infrastructure,Cloud Storage,Latin America,1,12142.69,15.0,10321.28,7492.08,2829.2,Reseller,Credit Card,Government
TXN-009591,2023-05-17,CUST-00122,PROD-0057,Docking Station,Hardware,Peripherals,Asia Pacific,4,13435.83,20.0,42994.65,37233.6,5761.05,Direct,Net 30,Startup
TXN-009592,2023-08-16,CUST-00356,PROD-0076,Data Lake,Cloud Infrastructure,Database,Europe,1,7771.59,0.0,7771.59,5171.42,2600.17,Online,Net 30,Startup
TXN-009593,2024-05-10,CUST-00325,PROD-0011,USB-C Hub,Electronics,Accessories,Middle East & Africa,4,16720.73,0.0,66882.92,18627.44,48255.48,Online,Wire Transfer,Startup
TXN-009594,2023-08-04,CUST-00042,PROD-0069,S3 Bucket,Cloud Infrastructure,Cloud Storage,Latin America,3,12033.06,25.0,27074.39,21017.28,6057.11,Direct,Wire Transfer,Mid-Market
TXN-009595,2024-08-16,CUST-00147,PROD-0075,Cache Cluster,Cloud Infrastructure,Database,North America,1,12734.91,0.0,12734.91,6157.07,6577.84,Partner,Wire Transfer,Government
TXN-009596,2024-06-27,CUST-00103,PROD-0079,AutoML Pipeline,Cloud Infrastructure,AI/ML Services,North America,5,8237.88,5.0,39129.91,14771.55,24358.36,Reseller,Wire Transfer,Government
TXN-009597,2023-08-19,CUST-00345,PROD-0034,Architecture Design,Services,Consulting,Asia Pacific,1,12865.51,15.0,10935.68,5116.5,5819.18,Direct,Net 30,Mid-Market
TXN-009598,2023-10-06,CUST-00441,PROD-0011,USB-C Hub,Electronics,Accessories,Middle East & Africa,3,15862.62,15.0,40449.69,13970.58,26479.11,Reseller,Credit Card,Startup
TXN-009599,2025-08-01,CUST-00447,PROD-0073,SQL Managed,Cloud Infrastructure,Database,Middle East & Africa,3,4899.11,20.0,11757.85,7072.89,4684.96,Reseller,Credit Card,Startup
TXN-009600,2023-01-29,CUST-00191,PROD-0078,Inference API,Cloud Infrastructure,AI/ML Services,North America,1,13104.6,25.0,9828.45,7024.2,2804.25,Reseller,Net 30,Startup
TXN-009601,2025-01-10,CUST-00220,PROD-0033,Strategy Review,Services,Consulting,Asia Pacific,9,7600.83,10.0,61566.75,32210.82,29355.93,Online,Credit Card,Enterprise
TXN-009602,2023-11-23,CUST-00423,PROD-0012,Webcam HD,Electronics,Accessories,North America,1,2777.51,25.0,2083.13,2206.8,-123.67,Partner,Purchase Order,Startup
TXN-009603,2023-01-13,CUST-00310,PROD-0068,Batch Processing,Cloud Infrastructure,Compute,Middle East & Africa,7,6249.27,15.0,37183.15,19246.85,17936.3,Partner,Purchase Order,Enterprise
TXN-009604,2023-10-17,CUST-00360,PROD-0053,NAS 8-Bay,Hardware,Storage,Asia Pacific,3,629.26,0.0,1887.77,956.64,931.13,Reseller,,Startup
TXN-009605,2024-02-28,CUST-00314,PROD-0003,ThinkPad X1,Electronics,Laptops,North America,1,14447.63,0.0,14447.63,8147.32,6300.31,Reseller,Net 60,Startup
TXN-009606,2025-08-17,CUST-00194,PROD-0041,System Setup,Services,Implementation,Middle East & Africa,1,6483.17,0.0,6483.17,3416.96,3066.21,Partner,Net 60,Government
TXN-009607,2024-04-11,CUST-00205,PROD-0051,Blade Server,Hardware,Servers,North America,1,8587.82,,7729.04,3386.24,4342.8,Online,Purchase Order,SMB
TXN-009608,2025-08-09,CUST-00313,PROD-0044,Go-Live Support,Services,Implementation,Latin America,1,6629.5,25.0,4972.12,2626.47,2345.65,Partner,Net 60,Mid-Market
TXN-009609,2025-08-01,CUST-00161,PROD-0040,Certification Prep,Services,Training,Latin America,2,2849.6,0.0,5699.2,2986.64,2712.56,Partner,Credit Card,
TXN-009610,2024-03-19,CUST-00269,PROD-0013,Managed Switch 24P,Electronics,Networking,Europe,1,8893.29,0.0,8893.29,5372.29,3521.0,Online,Credit Card,Government
TXN-009611,2025-08-06,CUST-00296,PROD-0078,Inference API,Cloud Infrastructure,AI/ML Services,Middle East & Africa,1,14629.42,25.0,10972.07,7024.2,3947.87,Reseller,Net 60,Enterprise
TXN-009612,2025-06-20,CUST-00361,PROD-0023,HR Suite,Software,SaaS Subscriptions,Latin America,1,2235.93,0.0,2235.93,1667.81,568.12,Direct,Net 60,Startup
TXN-009613,2025-09-11,CUST-00440,PROD-0070,Block Storage,Cloud Infrastructure,Cloud Storage,Asia Pacific,1,11754.38,15.0,9991.22,6942.3,3048.92,Reseller,Net 30,Mid-Market
TXN-009614,2025-08-04,CUST-00078,PROD-0043,Integration Setup,Services,Implementation,Europe,1,11639.24,0.0,11639.24,5870.62,5768.62,Reseller,Net 30,Mid-Market
TXN-009615,2024-09-03,CUST-00363,PROD-0062,SSD 1TB,Hardware,Components,Middle East & Africa,3,9788.11,25.0,22023.25,7970.79,14052.46,Online,Net 60,Enterprise
TXN-009616,2023-01-08,CUST-00303,PROD-0023,HR Suite,Software,SaaS Subscriptions,Asia Pacific,1,2271.42,0.0,2271.42,1667.81,603.61,Online,Net 30,Government
TXN-009617,2024-01-07,CUST-00059,PROD-0048,Database Admin,Services,Managed Services,Middle East & Africa,1,9142.57,20.0,7314.06,5035.4,2278.66,Reseller,Credit Card,Startup
TXN-009618,2025-12-26,CUST-00341,PROD-0019,DevOps Tools,Software,Licenses,Europe,1,2103.16,0.0,2103.16,947.51,1155.65,Online,Wire Transfer,Startup
TXN-009619,2025-05-22,CUST-00389,PROD-0015,Access Point Pro,Electronics,Networking,North America,8,8354.48,25.0,50126.9,34542.88,15584.02,Online,Net 30,Government
TXN-009620,2025-08-16,CUST-00182,PROD-0011,USB-C Hub,Electronics,Accessories,Asia Pacific,1,17198.48,15.0,14618.71,4656.86,9961.85,Direct,Net 60,Mid-Market
TXN-009621,2023-07-11,CUST-00300,PROD-0025,API Integration,Software,Custom Development,Latin America,1,8762.44,0.0,8762.44,7011.17,1751.27,Reseller,Purchase Order,SMB
TXN-009622,2023-09-11,CUST-00004,PROD-0017,Office Suite,Software,Licenses,Middle East & Africa,1,10221.84,0.0,10221.84,5531.4,4690.44,Partner,Credit Card,Startup
TXN-009623,2024-02-04,CUST-00429,PROD-0036,Cloud Migration,Services,Consulting,North America,1,11904.51,25.0,8928.38,6863.36,2065.02,Reseller,,Startup
TXN-009624,2024-06-21,CUST-00135,PROD-0044,Go-Live Support,Services,Implementation,Middle East & Africa,1,5775.38,0.0,5775.38,2626.47,3148.91,Direct,Credit Card,Startup
TXN-009625,2025-01-05,CUST-00347,PROD-0003,ThinkPad X1,Electronics,Laptops,Middle East & Africa,1,12512.69,20.0,10010.16,8147.32,1862.84,Direct,Purchase Order,SMB
TXN-009626,2023-11-29,CUST-00408,PROD-0059,UPS 1500VA,Hardware,Peripherals,Latin America,5,10894.06,5.0,51746.77,25771.4,25975.37,Direct,Net 60,Government
TXN-009627,2023-02-26,CUST-00227,PROD-0013,Managed Switch 24P,Electronics,Networking,Asia Pacific,1,9134.33,15.0,7764.18,5372.29,2391.89,Reseller,Net 30,Startup
TXN-009628,2025-04-08,CUST-00128,PROD-0007,ThinkVision 24,Electronics,Monitors,Latin America,1,8662.87,0.0,8662.87,4329.67,4333.2,Reseller,Credit Card,Startup
TXN-009629,2023-05-28,CUST-00161,PROD-0079,AutoML Pipeline,Cloud Infrastructure,AI/ML Services,Latin America,1,7679.58,25.0,5759.68,2954.31,2805.37,Partner,Credit Card,Government
TXN-009630,2025-08-19,CUST-00389,PROD-0039,Executive Briefing,Services,Training,Asia Pacific,1,13475.85,5.0,12802.05,7231.22,5570.83,Reseller,Net 60,Enterprise
TXN-009631,2024-03-17,CUST-00480,PROD-0065,EC2 Instance,Cloud Infrastructure,Compute,Europe,1,8809.82,0.0,8809.82,4534.45,4275.37,Reseller,Net 30,Mid-Market
TXN-009632,2024-12-11,CUST-00215,PROD-0057,Docking Station,Hardware,Peripherals,Middle East & Africa,6,11209.05,,174701.89,55850.4,118851.49,Partner,Wire Transfer,Government
TXN-009633,2024-04-11,CUST-00227,PROD-0024,Project Manager,Software,SaaS Subscriptions,Latin America,3,10760.61,5.0,30667.73,11941.35,18726.38,Reseller,Net 60,Mid-Market
TXN-009634,2024-02-24,CUST-00041,PROD-0003,ThinkPad X1,Electronics,Laptops,North America,1,11210.13,5.0,10649.62,8147.32,2502.3,Direct,Net 30,Startup
TXN-009635,2025-02-02,CUST-00437,PROD-0031,Enterprise Support,Software,Support Plans,Middle East & Africa,2,11907.23,0.0,23814.46,15539.6,8274.86,Direct,Credit Card,Mid-Market
TXN-009636,2025-05-20,CUST-00147,PROD-0016,Firewall UTM,Electronics,Networking,Europe,7,1409.63,0.0,9867.39,4722.48,5144.91,Reseller,Purchase Order,SMB
TXN-009637,2024-11-12,CUST-00397,PROD-0076,Data Lake,Cloud Infrastructure,Database,Middle East & Africa,2,7792.12,0.0,15584.24,10342.84,5241.4,Direct,Net 60,Startup
TXN-009638,2025-12-17,CUST-00032,PROD-0052,GPU Server,Hardware,Servers,Latin America,5,6140.28,15.0,26096.21,20637.75,5458.46,Direct,Wire Transfer,Startup
TXN-009639,2024-07-27,CUST-00320,PROD-0001,ProBook 450,Electronics,Laptops,North America,1,5025.34,5.0,4774.08,4375.28,398.8,Online,Purchase Order,Mid-Market
TXN-009640,2025-10-01,CUST-00427,PROD-0019,DevOps Tools,Software,Licenses,Latin America,6,2273.7,10.0,12278.0,5685.06,6592.94,Online,Net 60,Government
TXN-009641,2025-03-28,CUST-00404,PROD-0003,ThinkPad X1,Electronics,Laptops,Europe,23,11691.47,5.0,255458.53,187388.36,68070.17,Direct,Net 30,SMB
TXN-009642,2024-09-07,CUST-00248,PROD-0041,System Setup,Services,Implementation,Europe,1,5754.44,0.0,5754.44,3416.96,2337.48,Online,Net 60,Startup
TXN-009643,2024-07-03,CUST-00086,PROD-0032,24/7 Critical,Software,Support Plans,Latin America,1,9213.28,0.0,9213.28,5838.76,3374.52,Partner,Net 60,Startup
TXN-009644,2024-09-06,CUST-00395,PROD-0080,Vision Service,Cloud Infrastructure,AI/ML Services,Asia Pacific,2,11786.43,0.0,23572.86,14243.48,9329.38,Reseller,Net 60,Enterprise
TXN-009645,2024-02-04,CUST-00158,PROD-0044,Go-Live Support,Services,Implementation,Latin America,1,7370.15,0.0,7370.15,2626.47,4743.68,Direct,Wire Transfer,Enterprise
TXN-009646,2025-08-15,CUST-00020,PROD-0058,KVM Switch,Hardware,Peripherals,Latin America,10,9133.92,15.0,77638.33,67197.4,10440.93,Partner,Net 60,Enterprise
TXN-009647,2025-12-19,CUST-00189,PROD-0044,Go-Live Support,Services,Implementation,Europe,9,6809.5,5.0,58221.22,23638.23,34582.99,Reseller,Credit Card,Mid-Market
TXN-009648,2024-09-20,CUST-00045,PROD-0055,Backup Appliance,Hardware,Storage,Asia Pacific,2,10107.58,0.0,20215.16,10458.32,9756.84,Online,Wire Transfer,Enterprise
TXN-009649,2025-08-19,CUST-00061,PROD-0053,NAS 8-Bay,Hardware,Storage,Europe,3,695.12,25.0,1564.03,956.64,607.39,Reseller,Credit Card,Enterprise
TXN-009650,2025-12-21,CUST-00025,PROD-0027,Data Pipeline,Software,Custom Development,Middle East & Africa,1,2867.15,0.0,2867.15,933.31,1933.84,Direct,Credit Card,SMB
TXN-009651,2024-08-28,CUST-00316,PROD-0041,System Setup,Services,Implementation,Latin America,7,6291.17,25.0,33028.63,23918.72,9109.91,Reseller,Purchase Order,Mid-Market
TXN-009652,2023-09-19,CUST-00426,PROD-0063,CPU Xeon,Hardware,Components,Asia Pacific,1,14723.64,0.0,14723.64,4579.48,10144.16,Direct,Wire Transfer,Startup
TXN-009653,2023-01-23,CUST-00439,PROD-0050,Tower Server,Hardware,Servers,Europe,1,11465.08,0.0,11465.08,5958.67,5506.41,Partner,Net 60,Enterprise
TXN-009654,2025-09-16,CUST-00122,PROD-0068,Batch Processing,Cloud Infrastructure,Compute,Middle East & Africa,4,5223.29,25.0,15669.87,10998.2,4671.67,Online,Wire Transfer,SMB
TXN-009655,2025-07-17,CUST-00160,PROD-0048,Database Admin,Services,Managed Services,Middle East & Africa,2,9653.42,20.0,15445.47,10070.8,5374.67,Partner,Wire Transfer,Mid-Market
TXN-009656,2025-12-12,CUST-00045,PROD-0039,Executive Briefing,Services,Training,Asia Pacific,1,14018.61,0.0,14018.61,7231.22,6787.39,Partner,Net 60,Mid-Market
TXN-009657,2025-06-29,CUST-00148,PROD-0068,Batch Processing,Cloud Infrastructure,Compute,Europe,1,5385.15,15.0,4577.38,2749.55,1827.83,Reseller,Wire Transfer,Mid-Market
TXN-009658,2024-06-23,CUST-00202,PROD-0013,Managed Switch 24P,Electronics,Networking,Middle East & Africa,6,8852.93,0.0,53117.56,32233.74,20883.82,Direct,Net 60,Mid-Market
TXN-009659,2024-03-04,CUST-00152,PROD-0068,Batch Processing,Cloud Infrastructure,Compute,Middle East & Africa,1,6223.5,0.0,6223.5,2749.55,3473.95,Online,Credit Card,Government
TXN-009660,2024-03-26,CUST-00010,PROD-0070,Block Storage,Cloud Infrastructure,Cloud Storage,Middle East & Africa,3,12223.75,15.0,31170.55,20826.9,10343.65,Online,Purchase Order,Mid-Market
TXN-009661,2024-11-18,CUST-00085,PROD-0024,Project Manager,Software,SaaS Subscriptions,Latin America,1,10287.95,5.0,9773.55,3980.45,5793.1,Reseller,,Startup
TXN-009662,2023-12-20,CUST-00066,PROD-0042,Data Migration,Services,Implementation,Asia Pacific,1,5178.98,25.0,3884.24,3650.2,234.04,Online,,Government
TXN-009663,2023-02-08,CUST-00324,PROD-0067,Container Service,Cloud Infrastructure,Compute,Europe,1,16057.49,0.0,16057.49,8452.38,7605.11,Direct,Purchase Order,SMB
TXN-009664,2024-04-18,CUST-00154,PROD-0006,ProDisplay 32,Electronics,Monitors,Asia Pacific,3,14518.68,25.0,32667.03,16368.57,16298.46,Reseller,Credit Card,SMB
TXN-009665,2025-06-11,CUST-00080,PROD-0060,Label Printer,Hardware,Peripherals,Asia Pacific,4,7929.77,0.0,31719.07,14916.88,16802.19,Direct,Net 30,Government
TXN-009666,2023-01-06,CUST-00242,PROD-0029,Basic Support,Software,Support Plans,North America,1,1439.8,25.0,1079.85,565.36,514.49,Direct,Credit Card,Government
TXN-009667,2025-08-31,CUST-00421,PROD-0003,ThinkPad X1,Electronics,Laptops,Latin America,1,12315.44,10.0,11083.89,8147.32,2936.57,Partner,,Startup
TXN-009668,2023-11-23,CUST-00489,PROD-0012,Webcam HD,Electronics,Accessories,Latin America,13,3001.13,15.0,33162.49,28688.4,4474.09,Direct,Net 60,Enterprise
TXN-009669,2023-11-19,CUST-00096,PROD-0002,EliteBook 840,Electronics,Laptops,Latin America,1,7271.47,0.0,7271.47,3920.08,3351.39,Online,Net 30,SMB
TXN-009670,2025-11-06,CUST-00275,PROD-0030,Premium Support,Software,Support Plans,Asia Pacific,1,5376.39,10.0,4838.75,2455.77,2382.98,Online,Net 60,Government
TXN-009671,2024-06-06,CUST-00271,PROD-0039,Executive Briefing,Services,Training,North America,1,11878.61,0.0,11878.61,7231.22,4647.39,Partner,Wire Transfer,Enterprise
TXN-009672,2023-07-23,CUST-00213,PROD-0049,Rack Server 1U,Hardware,Servers,Middle East & Africa,1,10882.0,5.0,10337.9,5991.23,4346.67,Online,Net 30,
TXN-009673,2025-01-22,CUST-00219,PROD-0025,API Integration,Software,Custom Development,Latin America,6,10197.74,0.0,61186.42,42067.02,19119.4,Reseller,Wire Transfer,Startup
TXN-009674,2023-07-29,CUST-00010,PROD-0021,CRM Cloud,Software,SaaS Subscriptions,Latin America,1,5476.63,15.0,4655.13,1811.02,2844.11,Partner,Net 60,Government
TXN-009675,2024-03-20,CUST-00381,PROD-0060,Label Printer,Hardware,Peripherals,Middle East & Africa,19,7569.04,0.0,143811.76,70855.18,72956.58,Reseller,Net 60,SMB
TXN-009676,2024-03-25,CUST-00093,PROD-0029,Basic Support,Software,Support Plans,Asia Pacific,1,1561.88,20.0,1249.5,565.36,684.14,Direct,Purchase Order,Startup
TXN-009677,2025-10-10,CUST-00229,PROD-0050,Tower Server,Hardware,Servers,Middle East & Africa,29,9791.29,25.0,212960.47,172801.43,40159.04,Online,Net 30,Government
TXN-009678,2025-08-17,CUST-00042,PROD-0015,Access Point Pro,Electronics,Networking,Europe,6,10541.86,5.0,60088.61,25907.16,34181.45,Direct,,Enterprise
TXN-009679,2023-04-14,CUST-00080,PROD-0069,S3 Bucket,Cloud Infrastructure,Cloud Storage,Asia Pacific,1,10539.18,0.0,10539.18,7005.76,3533.42,Partner,Net 60,Mid-Market
TXN-009680,2023-06-28,CUST-00007,PROD-0077,Model Training,Cloud Infrastructure,AI/ML Services,Latin America,2,8043.52,0.0,16087.04,12760.14,3326.9,Reseller,Purchase Order,Mid-Market
TXN-009681,2024-11-23,CUST-00346,PROD-0063,CPU Xeon,Hardware,Components,North America,1,14553.32,0.0,14553.32,4579.48,9973.84,Reseller,Wire Transfer,Government
TXN-009682,2023-07-21,CUST-00474,PROD-0078,Inference API,Cloud Infrastructure,AI/ML Services,Middle East & Africa,3,12912.28,20.0,30989.48,21072.6,9916.88,Reseller,Wire Transfer,Mid-Market
TXN-009683,2025-01-05,CUST-00342,PROD-0008,Studio Display,Electronics,Monitors,Europe,1,7952.0,0.0,7952.0,2805.34,5146.66,Direct,Net 60,Enterprise
TXN-009684,2025-04-24,CUST-00222,PROD-0024,Project Manager,Software,SaaS Subscriptions,Asia Pacific,1,9967.85,20.0,7974.28,3980.45,3993.83,Partner,Wire Transfer,Enterprise
TXN-009685,2025-07-22,CUST-00460,PROD-0034,Architecture Design,Services,Consulting,Europe,1,12177.17,0.0,12177.17,5116.5,7060.67,Reseller,Credit Card,SMB
TXN-009686,2024-12-31,CUST-00145,PROD-0002,EliteBook 840,Electronics,Laptops,Asia Pacific,1,7709.64,20.0,6167.71,3920.08,2247.63,Partner,Net 60,SMB
TXN-009687,2023-01-30,CUST-00194,PROD-0065,EC2 Instance,Cloud Infrastructure,Compute,Middle East & Africa,5,8500.35,15.0,36126.49,22672.25,13454.24,Online,Net 30,Mid-Market
TXN-009688,2024-12-19,CUST-00265,PROD-0039,Executive Briefing,Services,Training,Asia Pacific,4,12309.44,10.0,44313.98,28924.88,15389.1,Direct,Purchase Order,Startup
TXN-009689,2023-05-24,CUST-00340,PROD-0076,Data Lake,Cloud Infrastructure,Database,Asia Pacific,1,7666.33,25.0,5749.75,5171.42,578.33,Partner,Credit Card,Government
TXN-009690,2023-11-07,CUST-00198,PROD-0068,Batch Processing,Cloud Infrastructure,Compute,Middle East & Africa,5,5105.7,20.0,20422.8,13747.75,6675.05,Reseller,Credit Card,Startup
TXN-009691,2024-10-24,CUST-00492,PROD-0078,Inference API,Cloud Infrastructure,AI/ML Services,North America,1,13462.98,0.0,13462.98,7024.2,6438.78,Direct,Net 30,Government
TXN-009692,2024-02-02,CUST-00311,PROD-0019,DevOps Tools,Software,Licenses,North America,1,2520.52,0.0,2520.52,947.51,1573.01,Reseller,Wire Transfer,Enterprise
TXN-009693,2023-09-09,CUST-00282,PROD-0069,S3 Bucket,Cloud Infrastructure,Cloud Storage,North America,1,11447.62,0.0,11447.62,7005.76,4441.86,Direct,Net 60,Mid-Market
TXN-009694,2024-07-03,CUST-00072,PROD-0076,Data Lake,Cloud Infrastructure,Database,Middle East & Africa,1,7938.97,20.0,6351.18,5171.42,1179.76,Direct,Net 30,Government
TXN-009695,2023-04-01,CUST-00119,PROD-0019,DevOps Tools,Software,Licenses,Europe,1,2136.94,0.0,2136.94,947.51,1189.43,Direct,Purchase Order,Government
TXN-009696,2024-02-05,CUST-00494,PROD-0041,System Setup,Services,Implementation,North America,2,5998.94,0.0,11997.88,6833.92,5163.96,Partner,Net 30,SMB
TXN-009697,2025-09-20,CUST-00265,PROD-0043,Integration Setup,Services,Implementation,Asia Pacific,1,9354.86,15.0,7951.63,5870.62,2081.01,Reseller,Credit Card,Startup
TXN-009698,2024-08-04,CUST-00231,PROD-0045,Infrastructure Mgmt,Services,Managed Services,Latin America,1,2600.69,10.0,2340.62,930.92,1409.7,Direct,Wire Transfer,Startup
TXN-009699,2023-11-04,CUST-00188,PROD-0025,API Integration,Software,Custom Development,Middle East & Africa,3,9960.18,10.0,26892.48,21033.51,5858.97,Partner,Wire Transfer,
